"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,2,1382803,БСТ B40 П5 F1300 W14,28.888
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,59616,Доставка,80.000
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,663300,"БСТ B20 П3,П4",42.768
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,1376205,БСТ B40 П5 F1300 W14,42.292
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,641630,БСТ B30 П4 F1200 W10,16.660
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,56039,Доставка,69.200
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,678695,Раствор М200 Пк3,62.718
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,688470,БСТ B60 П5 F1300 W20,13.235
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,483210,Раствор М100 Пк3,32.677
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,584292,"БСТ B22,5 П4 F1100 W6",21.122
month,2019-02-01 00:00:00.000,2019-02-28 00:00:00.000,,,166,88363409,Формовка,78.801
week,2019-02-04 00:00:00.000,2019-02-10 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,859392,БСТ B45 П5 F1300 W16,51.355
week,2019-02-04 00:00:00.000,2019-02-10 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,608894,"Мелкозернистый бетон БСМ B 7,5 П3,П4",55.967
week,2019-02-04 00:00:00.000,2019-02-10 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,59616,Доставка,80.000
week,2019-02-04 00:00:00.000,2019-02-10 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,688470,БСТ B60 П5 F1300 W20,13.235
week,2019-02-04 00:00:00.000,2019-02-10 00:00:00.000,,,38,21608890,Упаковка европалет,65.600
week,2019-02-11 00:00:00.000,2019-02-17 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,713550,"БСТ B20 П3,П4",53.584
week,2019-02-11 00:00:00.000,2019-02-17 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1364922,БСТ B30 П4 F1200 W10,24.084
week,2019-02-11 00:00:00.000,2019-02-17 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,624428,БСТ B30 П4 F1150 W10,20.476
week,2019-02-11 00:00:00.000,2019-02-17 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,56039,Доставка,69.200
week,2019-02-11 00:00:00.000,2019-02-17 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,678695,Раствор М200 Пк3,62.718
week,2019-02-11 00:00:00.000,2019-02-17 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,483210,Раствор М100 Пк3,32.677
week,2019-02-11 00:00:00.000,2019-02-17 00:00:00.000,,,43,22826889,Формовка,78.801
week,2019-02-18 00:00:00.000,2019-02-24 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,3,134410,Доставка,38.001
week,2019-02-18 00:00:00.000,2019-02-24 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,863835,БСТ B60 П5 F1300 W20,42.078
week,2019-02-18 00:00:00.000,2019-02-24 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,758375,БСТ B40 П5 F1300 W14,28.888
week,2019-02-18 00:00:00.000,2019-02-24 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,837246,БСТ B40 П5 F1300 W14,42.292
week,2019-02-18 00:00:00.000,2019-02-24 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,584292,"БСТ B22,5 П4 F1100 W6",21.122
week,2019-02-18 00:00:00.000,2019-02-24 00:00:00.000,,,46,23103128,Формовка,76.399
week,2019-02-25 00:00:00.000,2019-03-03 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,3,1270039,Фасовка,80.000
week,2019-02-25 00:00:00.000,2019-03-03 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,4,2322253,"БСТ B20 П3,П4",28.707
week,2019-02-25 00:00:00.000,2019-03-03 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,1487203,БСТ B35 П5 F1200 W12,39.634
week,2019-02-25 00:00:00.000,2019-03-03 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,2,1413246,БСТ B25 П4 F1200 W10,38.364
week,2019-02-25 00:00:00.000,2019-03-03 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,2,1301876,"БСТ B20 П3,П4",42.768
week,2019-02-25 00:00:00.000,2019-03-03 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,538959,"БСТ B22,5 П4 F1100 W6",11.725
week,2019-02-25 00:00:00.000,2019-03-03 00:00:00.000,,,30,17467407,Упаковка европалет,60.801
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,618298,БСТ B30 П4 F1200 W10,12.418
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,4,1531857,Дегидрация,60.799
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,3,1754771,"БСТ B20 П3,П4",28.707
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,2,1256962,Раствор М200 Пк3,41.968
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,602768,БСТ B45 П5 F1300 W16,6.159
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,3,573870,Формовка,42.801
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,692094,БСТ B35 П5 F1300 W12,24.410
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,3,1680456,Раствор М200 Пк3,44.152
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,5,2118640,Доставка,75.199
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,638576,БСТ B45 П5 F1300 W16,12.465
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,544968,"БСТ B12,5 П3,П4",24.621
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,564820,Раствор М200 Пк3,35.416
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,2,1170324,БСТ B25 П4 F1200 W10,25.392
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,2,1238120,"Мелкозернистый бетон БСМ B25 П3,П4",39.334
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,3,872848,Упаковка европалет,60.801
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,4,2083330,Раствор М150 Пк3,60.086
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,2,645864,Фасовка,53.598
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,3,1964416,БСТ B25 П4 F1150 W8,52.520
month,2019-03-01 00:00:00.000,2019-03-31 00:00:00.000,,,170,92576002,Доставка,80.000
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,552083,"Мелкозернистый бетон БСМ B15 П3,П4",34.523
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,42185,Дегидрация,29.601
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,581140,"Мелкозернистый бетон БСМ B15 П3,П4",41.603
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,2,643317,Доставка,75.199
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,653544,БСТ B25 П4 F1200 W10,25.392
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,3,872848,Упаковка европалет,60.801
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,3,1603114,Раствор М150 Пк3,60.086
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,597204,БСТ B25 П4 F1200 W10,14.583
week,2019-03-04 00:00:00.000,2019-03-10 00:00:00.000,,,43,23856754,Упаковка европалет,75.200
week,2019-03-11 00:00:00.000,2019-03-17 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,618298,БСТ B30 П4 F1200 W10,12.418
week,2019-03-11 00:00:00.000,2019-03-17 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,602768,БСТ B45 П5 F1300 W16,6.159
week,2019-03-11 00:00:00.000,2019-03-17 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,480962,"Мелкозернистый бетон БСМ B25 П3,П4",8.252
week,2019-03-11 00:00:00.000,2019-03-17 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,39917,Фасовка,26.001
week,2019-03-11 00:00:00.000,2019-03-17 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,516780,"БСТ B12,5 П3,П4",18.175
week,2019-03-11 00:00:00.000,2019-03-17 00:00:00.000,,,36,18193028,Упаковка европалет,75.200
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,480168,Раствор М150 Пк3,23.310
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,2,1256962,Раствор М200 Пк3,41.968
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,2,1099316,Раствор М200 Пк3,44.152
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,670460,"Мелкозернистый бетон БСМ B22,5 П3,П4",51.345
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,544968,"БСТ B12,5 П3,П4",24.621
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,564820,Раствор М200 Пк3,35.416
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,2,1238120,"Мелкозернистый бетон БСМ B25 П3,П4",39.334
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,480216,Раствор кладочный М100 Пк3,17.154
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,2,1304176,БСТ B25 П4 F1150 W8,52.520
week,2019-03-18 00:00:00.000,2019-03-24 00:00:00.000,,,47,28263381,Доставка,80.000
week,2019-03-25 00:00:00.000,2019-03-31 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,3,979774,Дегидрация,60.799
week,2019-03-25 00:00:00.000,2019-03-31 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,50723,Формовка,42.801
week,2019-03-25 00:00:00.000,2019-03-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,764946,БСТ B35 П5 F1300 W12,37.506
week,2019-03-25 00:00:00.000,2019-03-31 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,48660,Фасовка,53.598
week,2019-03-25 00:00:00.000,2019-03-31 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,660240,БСТ B25 П4 F1150 W8,31.627
week,2019-03-25 00:00:00.000,2019-03-31 00:00:00.000,,,32,14461402,Фасовка,70.401
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,3,1814883,Пусковая смесь,38.440
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,554449,БСТ B30 П4 F1150 W10,6.975
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,1324958,БСТ B40 П5 F1300 W14,30.950
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,862082,БСТ B35 П5 F1300 W12,54.967
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,4,2644296,БСТ B35 П5 F1300 W12,54.967
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,587604,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.513
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,3,1889091,"Мелкозернистый бетон БСМ B 7,5 П3,П4",50.513
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,537675,"БСТ B20 П3,П4",15.729
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1379248,БСТ B30 П4 F1150 W10,28.785
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,39136,Упаковка европалет,28.399
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,5,2025739,"БСТ B20 П3,П4",56.828
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,3,2188194,БСТ B35 П5 F1300 W12,27.684
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,6,4400226,БСТ B25 П4 F1200 W10,57.821
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,637296,Раствор кладочный М100 Пк3,55.476
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,4,1956253,Фасовка,43.999
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,583040,Раствор М200 Пк3,39.784
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,1747296,БСТ B40 П5 F1300 W14,48.479
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,1747296,БСТ B40 П5 F1300 W14,48.479
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,610368,Раствор кладочный М100 Пк3,48.907
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,1425600,Раствор кладочный М100 Пк3,48.907
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,4,1982258,Дегидрация,76.399
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,904398,БСТ B50 П5 F1300 W18,51.389
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,904398,БСТ B50 П5 F1300 W18,51.389
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,1401180,БСТ B50 П5 F1300 W18,17.273
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,681483,БСТ B50 П5 F1300 W18,14.075
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,2,1243284,"БСТ B22,5 П4 F1100 W6",53.491
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,3,1674988,"БСТ B22,5 П4 F1100 W6",53.491
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,581256,Раствор М150 Пк3,49.270
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,581256,Раствор М150 Пк3,49.270
month,2019-04-01 00:00:00.000,2019-04-30 00:00:00.000,,,174,97427944,Доставка,80.000
week,2019-04-01 00:00:00.000,2019-04-07 00:00:00.000,,,43,22035595,Доставка,80.000
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,453288,Раствор кладочный М100 Пк3,10.585
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,770509,БСТ B40 П5 F1300 W14,30.950
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,639699,"БСТ B22,5 П4 F1100 W6",32.608
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,855447,БСТ B40 П5 F1300 W14,45.385
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,728625,"БСТ B20 П3,П4",56.828
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,637296,Раствор кладочный М100 Пк3,55.476
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,45619,Фасовка,43.999
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,2,1345371,БСТ B30 П4 F1150 W10,52.672
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,681483,БСТ B50 П5 F1300 W18,14.075
week,2019-04-08 00:00:00.000,2019-04-14 00:00:00.000,,,48,27365416,Фасовка,57.200
week,2019-04-15 00:00:00.000,2019-04-21 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,537675,"БСТ B20 П3,П4",15.729
week,2019-04-15 00:00:00.000,2019-04-21 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,2,1389468,БСТ B30 П4 F1200 W10,53.779
week,2019-04-15 00:00:00.000,2019-04-21 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,703772,БСТ B40 П5 F1300 W14,19.608
week,2019-04-15 00:00:00.000,2019-04-21 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,579469,"Мелкозернистый бетон БСМ B22,5 П3,П4",30.806
week,2019-04-15 00:00:00.000,2019-04-21 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,2,1401180,БСТ B50 П5 F1300 W18,17.273
week,2019-04-15 00:00:00.000,2019-04-21 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,431704,"Мелкозернистый бетон БСМ B15 П3,П4",5.191
week,2019-04-15 00:00:00.000,2019-04-21 00:00:00.000,,,33,20523201,Фасовка,60.799
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,949008,Пусковая смесь,38.440
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,469165,Раствор М200 Пк3,12.483
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,446040,Раствор М100 Пк3,22.471
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1379248,БСТ B30 П4 F1150 W10,28.785
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,3,1257978,Упаковка европалет,40.400
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,822564,БСТ B25 П4 F1200 W10,57.821
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,623822,"Мелкозернистый бетон БСМ B25 П3,П4",40.406
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,815232,БСТ B50 П5 F1300 W18,36.463
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,57418,Дегидрация,76.399
week,2019-04-22 00:00:00.000,2019-04-28 00:00:00.000,,,40,22054696,Доставка,76.401
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,1128965,БСТ B35 П5 F1300 W12,18.000
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,673350,"БСТ B20 П3,П4",44.931
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,543683,БСТ B30 П4 F1150 W10,1.000
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,50296,Формовка,41.599
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,921096,Пусковая смесь,32.000
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,758375,БСТ B40 П5 F1300 W14,25.000
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,714450,БСТ B60 П5 F1300 W20,10.000
week,2019-04-29 00:00:00.000,2019-05-05 00:00:00.000,,,46,26711169,Упаковка европалет,71.601
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,4,2524779,"БСТ B20 П3,П4",38.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,7,4843768,БСТ B35 П5 F1200 W12,46.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,3,1588002,"Мелкозернистый бетон БСМ B15 П3,П4",26.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,5,3271425,БСТ B30 П4 F1200 W10,47.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,509404,Формовка,41.599
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,8,4600508,Доставка,50.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,49870,Формовка,40.400
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,734958,БСТ B30 П4 F1200 W10,26.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,3,1908569,"Мелкозернистый бетон БСМ B15 П3,П4",42.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,480168,Раствор М150 Пк3,14.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,5,3006392,БСТ B40 П5 F1300 W14,46.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,627359,"Мелкозернистый бетон БСМ B22,5 П3,П4",31.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,714450,БСТ B60 П5 F1300 W20,10.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,38771,Упаковка европалет,27.201
